rat_ensembl_gene_id	rat_gene_symbol	gene_type	mean_normal	mean_diabetic	log2FC	median_log2FC	hedges_g	welch_p	BH_FDR	tested	same_median_direction	large_effect_abs_log2FC_ge_0.5	direction	mouse_ensembl_gene_id	mouse_gene_symbol	orthology_type	orthology_confidence	ortholog_mapping_basis
MSTRG.20906	NA	NA	1.60053058	1.4257426803333333	-0.14440849197352534	-0.13457979794695674	-0.6340942262020893	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20907	NA	NA	1.3115823333333334	1.413602	0.09793071340770271	0.09847187945847297	0.32615171683014155	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20908	NA	NA	1.6372826666666667	1.2669136666666667	-0.36970451203021065	-0.09606593092595561	-0.9293551371158467	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20909	NA	NA	0.9138350000000001	1.2681606666666665	0.44769619204761046	0.417418277048082	0.5957047005858382	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.2091	Tppp	protein_coding	2.481850131	2.309746907333333	-0.1318282983881467	0.02345477348276792	-0.36684117525101356	0.6260515288423535	1.0	True	False	False	down	ENSMUSG00000021573	Tppp	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20910	7SK	misc_RNA	233.03257266666665	262.538564	0.16275968060422574	0.176898743425987	0.9185892920464562	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20911	NA	NA	1.4844376666666665	1.3267306666666667	-0.24011293198497835	-0.2511138210662174	-0.40415982228312636	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20912	NA	NA	1.4278443333333335	1.4315566666666666	0.0017729518601669048	-0.13792670105267857	0.007783538067342719	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20913	NA	NA	1.6895889999999998	2.1501033333333335	0.30448002274817754	0.285100736827268	0.5608641813218515	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20914	Ticam2	NA	1.8472433333333331	1.6290196666666665	-0.16653202881153428	-0.2592963428367958	-1.0197096833723596	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20915	Ticam2	protein_coding	0.9682416666666667	0.9115646666666667	-0.09929301693913269	0.05086214380588985	-0.313267696807661	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.20916	Ticam2	NA	1.5815616666666668	1.16125	-0.4245983763615648	-0.6450896689973218	-1.482947371185756	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20917	Tmed7	protein_coding	14.035763000000001	13.270902666666666	-0.08772340586406857	-0.08334543908643477	-0.5500149194956964	0.48817711070435826	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20918	Eif1a	protein_coding	14.312076670000001	13.117218293333332	-0.1270150393886209	-0.10997575298346574	-0.9727561193304758	0.22299293810261525	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20919	Eif1a	NA	2.375598	2.491348	0.06877667127649678	0.07616451874277219	0.381879717167947	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.2092	Nkd2	protein_coding	2.630214	2.5333696666666667	-0.028962300649483685	0.1144032561796895	-0.08469109733010115	0.9054635480657389	1.0	True	False	False	down	ENSMUSG00000021567	Nkd2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20920	NA	NA	1.6219006666666667	1.5106233333333332	-0.10799726132859189	0.23748596935180255	-0.1599476950618007	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.20921	NA	NA	1.0076713333333334	1.7624426666666668	0.8455716402721041	1.1548556311690263	0.8370501511146232	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20922	Cdo1	protein_coding	211.688095	191.379232	-0.1433353445254717	-0.16503482595038133	-0.9980336715437506	0.2098519912070573	1.0	True	True	False	down	ENSMUSG00000033022	Cdo1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20923	Atg12	NA	1.6859093333333333	1.5171613333333334	-0.14733045261609057	-0.20694686273832674	-0.6143810682294089	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20924	Atg12	protein_coding	11.071822666666668	10.524202666666666	-0.07924035035433974	0.03512604654074858	-0.47084060108404463	0.5353624750157652	1.0	True	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.20925	Ap3s1	protein_coding	12.743209	11.94761312	-0.09012929291739447	-0.05613233369018156	-0.5406342802100076	0.45724038247860055	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20926	Commd10	protein_coding	9.287732666666667	9.299172666666665	0.0020209888718842883	0.020912558532017567	0.03810567859709983	0.95654045749974	1.0	True	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20927	Commd10	NA	1.0485043333333333	1.2843029999999998	0.2550069750662002	0.35900813115008934	0.5848782266145004	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20928	Sema6a	NA	0.915654	0.09610999999999999	-2.492056620261702	-2.708578648179322	-1.9564970634895371	1.0	1.0	False	True	True	down	ENSMUSG00000019647	Sema6a	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20929	Sema6a	protein_coding	0.3649618376666666	0.28471037833333335	-0.2645712222598655	-0.18661335965496506	-0.506822920531242	1.0	1.0	False	True	False	down	ENSMUSG00000019647	Sema6a	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.2093	Zdhhc11	protein_coding	0.05594433333333334	0.0001	-0.5702836709888519	-0.6040428775899929	-1.1642556627027603	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20930	AABR07031972	processed_pseudogene	0.09989799999999999	0.10161466666666667	0.19949500240094098	0.9717063892127173	0.15973766947674253	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20931	NA	NA	1.1114843333333333	1.7979606666666665	0.7239834103594507	0.5327882073022175	1.029531977803311	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20932	NA	NA	0.9209193333333333	0.37155699999999997	-1.0649409605109648	-0.7598507643450632	-0.5340924249089306	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20933	NA	NA	1.1075556666666666	1.0357906666666667	-0.12342523915447993	-0.20891128388136004	-0.17776643425448235	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20934	NA	NA	1.429361	1.2196023333333332	-0.21465156546850023	-0.2828153411860832	-0.648532364563195	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20935	NA	NA	1.3511213333333334	0.9188086666666666	-0.5498967437188115	-0.3056257697531728	-1.0594715721142505	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20936	Dtwd2	protein_coding	1.6327383333333334	1.5218903333333333	-0.1015872897408856	0.048431744152621414	-0.3769321820230157	0.5976910874719681	1.0	True	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.20937	Dtwd2	NA	1.2453616666666667	0.21756466666666666	-1.9876355127075502	-2.63297655626108	-2.260866080592316	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20938	Dtwd2	NA	1.3805716666666668	1.2241609999999998	-0.14735026941603596	-0.3301923703286503	-0.3314845258782223	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20939	Dtwd2	NA	1.426469	1.1499046666666668	-0.2840219993300647	-0.48870577234671436	-0.5624133786786556	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.2094	AABR07001001	lincRNA	0.28506366666666666	0.09894933333333333	-1.2174565913621043	-2.1429111803194187	-1.0833365903166918	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20940	Dtwd2	NA	1.1000443333333332	1.4905853333333334	0.3906435619890203	0.6730775305488492	0.5178976009041997	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20941	Dtwd2	NA	1.8248693333333332	1.2311753333333333	-0.6000921521907767	-0.25531381727721936	-1.0853340810404877	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20942	Dtwd2	NA	1.4194226666666667	1.3443733333333334	-0.043293028211598195	-0.21377147538686136	-0.1069068346873771	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20943	NA	NA	1.5099446666666667	1.3551533333333332	-0.17563202649873744	-0.1405128838541374	-0.47050216342275347	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20944	NA	NA	1.4682156666666666	1.5183466666666667	0.02192570713718467	0.30403679410147844	0.05836796821401146	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20945	NA	NA	1.0385043333333333	0.8651353333333334	-0.5740350389000969	-1.0210332158408386	-0.5206364398732433	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20946	Dmxl1	protein_coding	5.141253877666666	5.765273898333334	0.15087200870131046	0.2131870395436093	0.7389189433860934	0.37041149587460453	1.0	True	True	False	up	ENSMUSG00000037416	Dmxl1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20947	NA	NA	1.2459156666666666	1.3370623333333331	0.10331536964591709	-0.07367909233990616	0.22899257898615308	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20948	NA	NA	0.909091	1.0991566666666668	0.6798192558763296	0.44669992120054286	0.46884156123326015	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20949	NA	NA	1.1617873333333333	1.1010739999999999	-0.14052978066702027	-0.797699855556207	-0.16824454422087795	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.2095	Brd9	protein_coding	4.7685540379999996	4.582702243666667	-0.06270928820432298	-0.0886353782368805	-0.3853407838929405	0.6070314834140229	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20950	NA	NA	0.7385666666666668	1.728872	1.671702729255451	0.7598811704649743	0.8522314832594544	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20951	NA	NA	0.9987653333333334	1.1514619999999998	0.045438230326311	-0.5012074167009198	0.05517674563380392	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20952	Tnfaip8	protein_coding	3.409750354	3.7708412879999997	0.12254810946000605	0.15545791992690638	0.35660303332325555	0.6222461611311468	1.0	True	True	False	up	ENSMUSG00000062210	Tnfaip8	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20953	NA	NA	1.2726253333333333	1.5193260000000002	0.2228158978325106	0.1048828669418832	0.7987457438629693	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20954	NA	NA	1.530856	1.3891556666666667	-0.13903227253545458	-0.20745902079128375	-0.6295696200002037	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20955	NA	NA	1.1828666666666665	0.9709176666666667	-0.2069096426126868	-0.3488196483803288	-0.4138582598843113	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20956	NA	NA	1.6728203333333334	1.6638146666666664	-0.02352663067399796	-0.16557806537351472	-0.08819469841064648	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20957	NA	NA	1.6375896666666667	1.670745666666667	0.023560363033694465	0.0781344570257052	0.1249576022960225	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20958	NA	NA	1.7556346666666667	1.8571066666666667	0.1467186601011441	-0.17692137250904483	0.2877493270472347	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20959	NA	NA	0.9700576666666668	1.2685056666666668	0.4277627489669843	0.2680150071449189	0.5560693731974803	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.2096	Trip13	protein_coding	2.2353986743333336	1.974122521	-0.14209674960255425	0.02039812352842829	-0.2512624219616113	0.7216924241940796	1.0	True	False	False	down	ENSMUSG00000021569	Trip13	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20960	NA	NA	1.5009926666666666	1.9494833333333332	0.3692542457964342	0.46532063324333717	0.8692814412039375	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20961	NA	NA	1.5543163333333334	1.3053933333333332	-0.28169118293327144	0.024336825317695987	-0.6054372471831052	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.20962	NA	NA	1.241895	1.176391	-0.27818297562788963	-0.006731474011843708	-0.23583780877232893	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20963	NA	NA	1.2383236666666668	1.5662473333333333	0.31214178471137694	0.4153480965769432	2.0688170246547513	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20964	NA	NA	0.4814026666666667	1.1848453333333335	1.0874880131669695	0.6767255809174998	1.7897686142677232	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20965	Tnfaip8	NA	1.8155473333333336	2.165553	0.244064650506032	0.36648159302933514	0.6689457554920271	1.0	1.0	False	True	False	up	ENSMUSG00000062210	Tnfaip8	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20966	Hsd17b4	protein_coding	17.484278686666666	17.179022823333334	-0.026540782578295286	-0.04654413679826597	-0.21588823845709984	0.7588568373757327	1.0	True	True	False	down	ENSMUSG00000024507	Hsd17b4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20967	NA	NA	0.5262556666666667	0.7791346666666666	0.2699480121012312	0.05921702792214656	0.10873911165236834	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20968	NA	NA	1.4664270000000001	0.9948866666666666	-0.5970050401724577	-0.484595542191386	-0.8485843560318838	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20969	U1	snRNA	9.106108333333333	13.986226	0.6057202330644444	0.8714344426738996	1.5331942640603171	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.2097	AABR07001001	snoRNA	0.518196	0.40284733333333334	-0.2920278307630476	-0.4812268276823274	-0.6142512404618614	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20970	NA	NA	1.0039373333333332	0.9317343333333333	0.6690396998247132	-0.42676456900147597	0.32326111881461034	1.0	1.0	False	False	True	up	NA	NA	NA	NA	unmapped
MSTRG.20971	Srfbp1	protein_coding	1.7893936666666665	1.6268823333333333	-0.13082738249741832	-0.1910260770423382	-0.5382225762478579	0.45637566734494434	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20972	Srfbp1	NA	2.3056916666666667	1.914936	-0.2728813246027364	-0.28735153734769103	-1.0284860097977453	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20973	Srfbp1	NA	1.8496119999999998	1.1090386666666665	-0.7194751382059346	-0.7401237768596878	-1.5025188588876126	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20974	Srfbp1	NA	1.2022653333333333	0.8629036666666666	-0.41316788461604	-0.268477997638788	-1.0054261270936657	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20975	Srfbp1	NA	1.1615616666666666	0.9593579999999999	-0.19652899235965596	-0.1489098936123122	-0.39405224832484603	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20976	Srfbp1	NA	1.6597383333333333	1.1200033333333332	-0.5981377246057371	-0.8211543244328198	-1.1982918542599137	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20977	Lox	protein_coding	12.106657869666668	14.020800022000001	0.11512487324565468	-0.14657417023932906	0.17622938558454027	0.8068990803347812	1.0	True	False	False	up	ENSMUSG00000024529	Lox	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20978	Y_RNA	misc_RNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
MSTRG.20979	Zfp474	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000046886	Zfp474	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.2098	Trip13	NA	1.7290253333333332	1.5869096666666664	-0.14682166464284152	-0.16086262454089406	-0.45987027024958477	1.0	1.0	False	True	False	down	ENSMUSG00000021569	Trip13	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20980	Sncaip	protein_coding	0.523414633	0.34690792333333337	-0.5274932762976754	-0.2666681372663505	-1.0775539637424867	1.0	1.0	False	True	True	down	ENSMUSG00000024534	Sncaip	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20981	Sncaip	NA	0.13939	0.568401	0.4133870086474818	-0.7737097315664618	0.17678114728001554	1.0	1.0	False	False	False	up	ENSMUSG00000024534	Sncaip	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20982	Snx2	protein_coding	8.647684983666666	8.289804029	-0.0608210612799569	-0.10076511740264937	-0.8032138970392488	0.2926158641684611	1.0	True	True	False	down	ENSMUSG00000034484	Snx2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20983	Snx2	NA	3.025703666666667	2.990225666666667	-0.023575168547876002	0.09513190689027118	-0.08602147370084627	1.0	1.0	False	False	False	down	ENSMUSG00000034484	Snx2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20984	Snx2	NA	1.417184	1.538433666666667	0.10709404647336829	0.28399982081817876	0.41025668688704214	1.0	1.0	False	True	False	up	ENSMUSG00000034484	Snx2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20985	Snx2	NA	1.9792736666666666	1.1587716666666668	-0.7631253777609337	-0.9297614215926161	-1.9111589514335163	1.0	1.0	False	True	True	down	ENSMUSG00000034484	Snx2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20986	Ppic	protein_coding	3.3194339999999998	3.7233579999999997	0.16547439269111486	0.4030952724801946	0.39767628936079186	0.5756093205476513	1.0	True	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20987	Snx24	protein_coding	1.2713937996666667	1.2455597053333334	-0.06454133127161726	-0.1055599208047528	-0.18138949922186098	0.8070115595132181	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20988	Snx24	NA	1.3603236666666667	1.515719	0.09854185726038878	0.22735980674165457	0.15686045151524936	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20989	Snx24	NA	0.5629149999999999	1.931392	1.7203410134036008	1.2335359280684213	2.030363849810893	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.2099	Slc12a7	protein_coding	1.4809469013333334	1.6023243396666667	0.10683133151498736	0.16567083295643947	0.582386927723623	0.42299784471652013	1.0	True	True	False	up	ENSMUSG00000017756	Slc12a7	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20990	Snx24	NA	1.4135220000000002	1.5224676666666668	0.10212439224240644	0.06525194234182663	1.148693456418402	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20991	Snx24	NA	1.39748	0.9273653333333334	-0.8333849542746008	-0.6146706542627832	-0.7563810476605678	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20992	Snx24	NA	1.494035	1.6759766666666664	0.16085004103838285	0.199071255552275	0.43540706052788214	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20993	Snx24	NA	0.8872713333333332	1.4076553333333333	0.6048616117310536	0.6657504361271434	1.4114791724617486	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20994	Snx24	NA	1.1662853333333334	1.1887286666666668	0.044201589030862465	0.16256210472028965	0.07192549221474495	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20995	Cep120	protein_coding	2.961145666666667	3.002905333333333	0.007235655897656956	-0.04581697612125368	0.03172666014814067	0.964918290591954	1.0	True	False	False	up	ENSMUSG00000048799	Cep120	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20996	Cep120	NA	1.4962206666666669	1.3067856666666666	-0.11316201561911787	0.19712857556676588	-0.202333561479134	1.0	1.0	False	False	False	down	ENSMUSG00000048799	Cep120	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20997	U6	snRNA	0.09530333333333334	0.3395443333333333	1.0523551675865135	2.1541453671229687	0.6283313774008871	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20998	NA	NA	1.2135806666666669	1.945377	0.6259017277963026	0.42802794273192535	1.4554716993746288	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20999	NA	NA	1.1374600000000001	0.8323536666666667	-0.174758809686469	0.042447317530466835	-0.12231474456257249	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.21	NA	NA	1.68973	1.936889	0.18227890536754032	0.10600509614895248	1.1603911267550642	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.210	NA	NA	0.799096	1.9205506666666665	1.1618918453042921	1.0873228271739588	5.807136308338802	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.2100	Slc12a7	NA	1.2125673333333333	1.1299086666666665	-0.13307455698033718	-0.2271143822112087	-0.2408152835873493	1.0	1.0	False	True	False	down	ENSMUSG00000017756	Slc12a7	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.21000	Csnk1g3;AABR07032135	lincRNA;protein_coding	5.665300739666667	6.011826569666667	0.08519955860201955	0.1369176065141371	1.0818895882544681	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.21001	NA	NA	1.1918436666666667	1.2898113333333334	0.29281188047577167	-0.00565651632589681	0.32602327722827645	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.21002	Zfp608	protein_coding	2.8408890820000003	2.8490418773333333	-0.009207361168705797	0.05383183751455323	-0.038804747454372165	0.9572205878633822	1.0	True	False	False	down	ENSMUSG00000052713	Zfp608	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.21003	Zfp608	NA	2.2739143333333334	2.210436666666667	-0.08583376715626079	-0.16900336364805635	-0.20699026926558195	1.0	1.0	False	True	False	down	ENSMUSG00000052713	Zfp608	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.21004	Zfp608	NA	1.4983693333333334	2.066208	0.42911210377492537	0.3630049834379433	1.0515512840847014	1.0	1.0	False	True	False	up	ENSMUSG00000052713	Zfp608	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.21005	Zfp608	NA	2.160687333333333	2.6664660000000002	0.3873724289147553	-0.0010218007899525094	0.500804480227442	1.0	1.0	False	False	False	up	ENSMUSG00000052713	Zfp608	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.21006	Zfp608	NA	2.697286333333333	2.6625790000000005	-0.0070054818655866935	-0.042290661959069054	-0.024567153227809398	1.0	1.0	False	True	False	down	ENSMUSG00000052713	Zfp608	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.21007	NA	NA	0.9682400000000001	0.207093	-1.7663029635513672	-2.1779776088815628	-1.5115262728127543	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
